,symbol,metric,value
5840,NOW,Previous Close,615.63
5841,NOW,Open,605.00
5842,NOW,Bid,587.00 x 1000
5843,NOW,Ask,616.10 x 800
5844,NOW,Day's Range,601.22 - 614.06
5845,NOW,52 Week Range,448.27 - 707.60
5846,NOW,Volume,"934,370"
5847,NOW,Avg. Volume,"1,169,067"
5848,NOW,Market Cap,120.469B
5849,NOW,Beta (5Y Monthly),1.02
5850,NOW,PE Ratio (TTM),554.88
5851,NOW,EPS (TTM),1.09
5852,NOW,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
5853,NOW,Forward Dividend & Yield,N/A (N/A)
5854,NOW,Ex-Dividend Date,N/A
5855,NOW,1y Target Est,730.71
5856,SHW,Previous Close,338.72
5857,SHW,Open,338.52
5858,SHW,Bid,332.00 x 1000
5859,SHW,Ask,342.99 x 900
5860,SHW,Day's Range,337.76 - 342.13
5861,SHW,52 Week Range,218.06 - 349.72
5862,SHW,Volume,"785,616"
5863,SHW,Avg. Volume,"1,194,441"
5864,SHW,Market Cap,88.722B
5865,SHW,Beta (5Y Monthly),1.07
5866,SHW,PE Ratio (TTM),46.36
5867,SHW,EPS (TTM),7.30
5868,SHW,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
5869,SHW,Forward Dividend & Yield,2.20 (0.65%)
5870,SHW,Ex-Dividend Date,"Nov 18, 2021"
5871,SHW,1y Target Est,339.45
5872,SBNY,Previous Close,303.47
5873,SBNY,Open,295.13
5874,SBNY,Bid,297.07 x 800
5875,SBNY,Ask,297.63 x 800
5876,SBNY,Day's Range,292.00 - 300.54
5877,SBNY,52 Week Range,130.60 - 342.03
5878,SBNY,Volume,"706,972"
5879,SBNY,Avg. Volume,"915,650"
5880,SBNY,Market Cap,18.222B
5881,SBNY,Beta (5Y Monthly),1.89
5882,SBNY,PE Ratio (TTM),21.54
5883,SBNY,EPS (TTM),13.95
5884,SBNY,Earnings Date,"Jan 19, 2022 - Jan 24, 2022"
5885,SBNY,Forward Dividend & Yield,2.24 (0.74%)
5886,SBNY,Ex-Dividend Date,"Oct 28, 2021"
5887,SBNY,1y Target Est,373.06
5888,SPG,Previous Close,155.53
5889,SPG,Open,156.50
5890,SPG,Bid,155.00 x 1200
5891,SPG,Ask,155.55 x 1300
5892,SPG,Day's Range,155.29 - 157.38
5893,SPG,52 Week Range,82.06 - 171.12
5894,SPG,Volume,"2,002,257"
5895,SPG,Avg. Volume,"2,204,134"
5896,SPG,Market Cap,51.087B
5897,SPG,Beta (5Y Monthly),1.52
5898,SPG,PE Ratio (TTM),25.17
5899,SPG,EPS (TTM),6.18
5900,SPG,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
5901,SPG,Forward Dividend & Yield,6.60 (4.27%)
5902,SPG,Ex-Dividend Date,"Dec 09, 2021"
5903,SPG,1y Target Est,172.17
5904,SWKS,Previous Close,152.42
5905,SWKS,Open,152.56
5906,SWKS,Bid,153.00 x 1000
5907,SWKS,Ask,154.15 x 1400
5908,SWKS,Day's Range,151.92 - 154.81
5909,SWKS,52 Week Range,142.00 - 204.00
5910,SWKS,Volume,"882,853"
5911,SWKS,Avg. Volume,"1,872,849"
5912,SWKS,Market Cap,25.374B
5913,SWKS,Beta (5Y Monthly),1.11
5914,SWKS,PE Ratio (TTM),17.10
5915,SWKS,EPS (TTM),8.97
5916,SWKS,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
5917,SWKS,Forward Dividend & Yield,2.24 (1.46%)
5918,SWKS,Ex-Dividend Date,"Nov 22, 2021"
5919,SWKS,1y Target Est,206.39
5920,SNA,Previous Close,209.35
5921,SNA,Open,207.00
5922,SNA,Bid,204.38 x 900
5923,SNA,Ask,204.54 x 800
5924,SNA,Day's Range,201.71 - 207.31
5925,SNA,52 Week Range,165.88 - 259.99
5926,SNA,Volume,"245,146"
5927,SNA,Avg. Volume,"418,172"
5928,SNA,Market Cap,10.948B
5929,SNA,Beta (5Y Monthly),1.22
5930,SNA,PE Ratio (TTM),13.96
5931,SNA,EPS (TTM),14.65
5932,SNA,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
5933,SNA,Forward Dividend & Yield,5.68 (2.71%)
5934,SNA,Ex-Dividend Date,"Nov 18, 2021"
5935,SNA,1y Target Est,236.25
5936,SEDG,Previous Close,284.01
5937,SEDG,Open,286.97
5938,SEDG,Bid,276.79 x 1000
5939,SEDG,Ask,285.75 x 1000
5940,SEDG,Day's Range,280.48 - 289.59
5941,SEDG,52 Week Range,199.33 - 389.71
5942,SEDG,Volume,"400,811"
5943,SEDG,Avg. Volume,"870,998"
5944,SEDG,Market Cap,14.878B
5945,SEDG,Beta (5Y Monthly),1.07
5946,SEDG,PE Ratio (TTM),106.26
5947,SEDG,EPS (TTM),2.67
5948,SEDG,Earnings Date,"Feb 14, 2022 - Feb 18, 2022"
5949,SEDG,Forward Dividend & Yield,N/A (N/A)
5950,SEDG,Ex-Dividend Date,N/A
5951,SEDG,1y Target Est,351.23
5952,SO,Previous Close,66.84
5953,SO,Open,66.14
5954,SO,Bid,66.72 x 900
5955,SO,Ask,67.17 x 900
5956,SO,Day's Range,65.73 - 67.25
5957,SO,52 Week Range,56.69 - 68.21
5958,SO,Volume,"4,335,799"
5959,SO,Avg. Volume,"4,241,850"
5960,SO,Market Cap,71.134B
5961,SO,Beta (5Y Monthly),0.48
5962,SO,PE Ratio (TTM),23.96
5963,SO,EPS (TTM),2.80
5964,SO,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
5965,SO,Forward Dividend & Yield,2.64 (3.95%)
5966,SO,Ex-Dividend Date,"Nov 12, 2021"
5967,SO,1y Target Est,67.24
5968,LUV,Previous Close,41.12
5969,LUV,Open,41.78
5970,LUV,Bid,41.80 x 800
5971,LUV,Ask,41.80 x 1300
5972,LUV,Day's Range,41.20 - 41.97
5973,LUV,52 Week Range,38.66 - 64.75
5974,LUV,Volume,"6,361,043"
5975,LUV,Avg. Volume,"8,910,244"
5976,LUV,Market Cap,24.784B
5977,LUV,Beta (5Y Monthly),1.12
5978,LUV,PE Ratio (TTM),N/A
5979,LUV,EPS (TTM),-0.00
5980,LUV,Earnings Date,"Jan 27, 2022"
5981,LUV,Forward Dividend & Yield,N/A (N/A)
5982,LUV,Ex-Dividend Date,"Mar 03, 2020"
5983,LUV,1y Target Est,57.78
5984,SWK,Previous Close,178.99
5985,SWK,Open,180.29
5986,SWK,Bid,180.88 x 800
5987,SWK,Ask,182.50 x 800
5988,SWK,Day's Range,179.59 - 183.03
5989,SWK,52 Week Range,167.66 - 225.00
5990,SWK,Volume,"1,152,955"
5991,SWK,Avg. Volume,"1,272,080"
5992,SWK,Market Cap,29.705B
5993,SWK,Beta (5Y Monthly),1.38
5994,SWK,PE Ratio (TTM),16.49
5995,SWK,EPS (TTM),11.05
5996,SWK,Earnings Date,"Feb 01, 2022"
5997,SWK,Forward Dividend & Yield,3.16 (1.73%)
5998,SWK,Ex-Dividend Date,"Nov 30, 2021"
5999,SWK,1y Target Est,222.00
6000,SBUX,Previous Close,111.74
6001,SBUX,Open,112.23
6002,SBUX,Bid,112.15 x 900
6003,SBUX,Ask,112.75 x 800
6004,SBUX,Day's Range,111.99 - 112.91
6005,SBUX,52 Week Range,95.92 - 126.32
6006,SBUX,Volume,"3,359,803"
6007,SBUX,Avg. Volume,"6,856,142"
6008,SBUX,Market Cap,131.832B
6009,SBUX,Beta (5Y Monthly),0.81
6010,SBUX,PE Ratio (TTM),31.74
6011,SBUX,EPS (TTM),3.54
6012,SBUX,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
6013,SBUX,Forward Dividend & Yield,1.96 (1.74%)
6014,SBUX,Ex-Dividend Date,"Feb 10, 2022"
6015,SBUX,1y Target Est,122.72
6016,STT,Previous Close,91.83
6017,STT,Open,89.95
6018,STT,Bid,89.94 x 1100
6019,STT,Ask,89.87 x 800
6020,STT,Day's Range,88.14 - 90.21
6021,STT,52 Week Range,69.02 - 100.69
6022,STT,Volume,"1,550,216"
6023,STT,Avg. Volume,"2,213,230"
6024,STT,Market Cap,32.943B
6025,STT,Beta (5Y Monthly),1.61
6026,STT,PE Ratio (TTM),13.28
6027,STT,EPS (TTM),6.79
6028,STT,Earnings Date,"Jan 17, 2022 - Jan 21, 2022"
6029,STT,Forward Dividend & Yield,2.28 (2.48%)
6030,STT,Ex-Dividend Date,"Sep 30, 2021"
6031,STT,1y Target Est,110.57
6032,SYK,Previous Close,264.05
6033,SYK,Open,265.99
6034,SYK,Bid,225.00 x 800
6035,SYK,Ask,275.00 x 1100
6036,SYK,Day's Range,264.42 - 269.85
6037,SYK,52 Week Range,220.90 - 281.16
6038,SYK,Volume,"1,501,525"
6039,SYK,Avg. Volume,"1,254,106"
6040,SYK,Market Cap,101.195B
6041,SYK,Beta (5Y Monthly),0.99
6042,SYK,PE Ratio (TTM),54.00
6043,SYK,EPS (TTM),4.97
6044,SYK,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
6045,SYK,Forward Dividend & Yield,2.78 (1.04%)
6046,SYK,Ex-Dividend Date,"Dec 30, 2021"
6047,SYK,1y Target Est,286.04
6048,SIVB,Previous Close,672.69
6049,SIVB,Open,680.00
6050,SIVB,Bid,675.88 x 1400
6051,SIVB,Ask,760.00 x 900
6052,SIVB,Day's Range,674.16 - 682.53
6053,SIVB,52 Week Range,371.00 - 763.22
6054,SIVB,Volume,"145,380"
6055,SIVB,Avg. Volume,"338,303"
6056,SIVB,Market Cap,39.6B
6057,SIVB,Beta (5Y Monthly),1.90
6058,SIVB,PE Ratio (TTM),20.70
6059,SIVB,EPS (TTM),32.60
6060,SIVB,Earnings Date,"Jan 20, 2022"
6061,SIVB,Forward Dividend & Yield,N/A (N/A)
6062,SIVB,Ex-Dividend Date,"Feb 10, 1992"
6063,SIVB,1y Target Est,840.10
6064,SYF,Previous Close,45.95
6065,SYF,Open,46.28
6066,SYF,Bid,46.00 x 900
6067,SYF,Ask,46.50 x 900
6068,SYF,Day's Range,46.00 - 46.69
6069,SYF,52 Week Range,33.41 - 52.49
6070,SYF,Volume,"3,581,187"
6071,SYF,Avg. Volume,"5,122,698"
6072,SYF,Market Cap,25.261B
6073,SYF,Beta (5Y Monthly),1.68
6074,SYF,PE Ratio (TTM),6.53
6075,SYF,EPS (TTM),7.07
6076,SYF,Earnings Date,"Jan 27, 2022 - Jan 31, 2022"
6077,SYF,Forward Dividend & Yield,0.88 (1.91%)
6078,SYF,Ex-Dividend Date,"Oct 29, 2021"
6079,SYF,1y Target Est,58.74
6080,SNPS,Previous Close,364.83
6081,SNPS,Open,364.37
6082,SNPS,Bid,367.34 x 1000
6083,SNPS,Ask,367.26 x 1300
6084,SNPS,Day's Range,363.77 - 368.89
6085,SNPS,52 Week Range,217.69 - 368.89
6086,SNPS,Volume,"407,892"
6087,SNPS,Avg. Volume,"703,242"
6088,SNPS,Market Cap,56.181B
6089,SNPS,Beta (5Y Monthly),1.13
6090,SNPS,PE Ratio (TTM),76.12
6091,SNPS,EPS (TTM),4.81
6092,SNPS,Earnings Date,"Feb 15, 2022 - Feb 21, 2022"
6093,SNPS,Forward Dividend & Yield,N/A (N/A)
6094,SNPS,Ex-Dividend Date,N/A
6095,SNPS,1y Target Est,387.94
6096,SYY,Previous Close,75.27
6097,SYY,Open,75.82
6098,SYY,Bid,75.82 x 1200
6099,SYY,Ask,77.94 x 800
6100,SYY,Day's Range,75.43 - 77.00
6101,SYY,52 Week Range,68.05 - 86.73
6102,SYY,Volume,"2,438,857"
6103,SYY,Avg. Volume,"2,541,517"
6104,SYY,Market Cap,39.295B
6105,SYY,Beta (5Y Monthly),1.34
6106,SYY,PE Ratio (TTM),57.55
6107,SYY,EPS (TTM),1.33
6108,SYY,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
6109,SYY,Forward Dividend & Yield,1.88 (2.45%)
6110,SYY,Ex-Dividend Date,"Jan 06, 2022"
6111,SYY,1y Target Est,90.10
6112,TMUS,Previous Close,119.81
6113,TMUS,Open,117.81
6114,TMUS,Bid,119.32 x 800
6115,TMUS,Ask,119.99 x 900
6116,TMUS,Day's Range,117.13 - 119.53
6117,TMUS,52 Week Range,106.70 - 150.20
6118,TMUS,Volume,"3,542,646"
6119,TMUS,Avg. Volume,"5,299,891"
6120,TMUS,Market Cap,148.624B
6121,TMUS,Beta (5Y Monthly),0.52
6122,TMUS,PE Ratio (TTM),44.73
6123,TMUS,EPS (TTM),2.66
6124,TMUS,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
6125,TMUS,Forward Dividend & Yield,N/A (N/A)
6126,TMUS,Ex-Dividend Date,"May 01, 2013"
6127,TMUS,1y Target Est,169.50
6128,TROW,Previous Close,192.05
6129,TROW,Open,192.81
6130,TROW,Bid,192.81 x 800
6131,TROW,Ask,205.00 x 900
6132,TROW,Day's Range,192.55 - 196.45
6133,TROW,52 Week Range,145.82 - 224.56
6134,TROW,Volume,"573,276"
6135,TROW,Avg. Volume,"1,122,790"
6136,TROW,Market Cap,43.892B
6137,TROW,Beta (5Y Monthly),1.22
6138,TROW,PE Ratio (TTM),14.72
6139,TROW,EPS (TTM),13.27
6140,TROW,Earnings Date,"Jan 27, 2022"
6141,TROW,Forward Dividend & Yield,4.32 (2.21%)
6142,TROW,Ex-Dividend Date,"Dec 15, 2021"
6143,TROW,1y Target Est,210.86
6144,TTWO,Previous Close,177.62
6145,TTWO,Open,177.94
6146,TTWO,Bid,176.01 x 1400
6147,TTWO,Ask,178.99 x 900
6148,TTWO,Day's Range,176.36 - 178.51
6149,TTWO,52 Week Range,144.58 - 214.91
6150,TTWO,Volume,"621,291"
6151,TTWO,Avg. Volume,"1,274,446"
6152,TTWO,Market Cap,20.519B
6153,TTWO,Beta (5Y Monthly),0.61
6154,TTWO,PE Ratio (TTM),36.80
6155,TTWO,EPS (TTM),4.84
6156,TTWO,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
6157,TTWO,Forward Dividend & Yield,N/A (N/A)
6158,TTWO,Ex-Dividend Date,N/A
6159,TTWO,1y Target Est,214.54
6160,TPR,Previous Close,41.08
6161,TPR,Open,41.31
6162,TPR,Bid,40.44 x 1100
6163,TPR,Ask,41.66 x 800
6164,TPR,Day's Range,40.94 - 41.55
6165,TPR,52 Week Range,29.80 - 49.67
6166,TPR,Volume,"1,846,976"
6167,TPR,Avg. Volume,"3,444,726"
6168,TPR,Market Cap,11.352B
6169,TPR,Beta (5Y Monthly),1.50
6170,TPR,PE Ratio (TTM),14.12
6171,TPR,EPS (TTM),2.92
6172,TPR,Earnings Date,"Feb 10, 2022"
6173,TPR,Forward Dividend & Yield,1.00 (2.42%)
6174,TPR,Ex-Dividend Date,"Dec 02, 2021"
6175,TPR,1y Target Est,56.06
6176,TGT,Previous Close,217.74
6177,TGT,Open,218.55
6178,TGT,Bid,221.30 x 800
6179,TGT,Ask,221.70 x 1300
6180,TGT,Day's Range,218.29 - 222.13
6181,TGT,52 Week Range,166.83 - 268.98
6182,TGT,Volume,"3,345,272"
6183,TGT,Avg. Volume,"3,569,234"
6184,TGT,Market Cap,105.891B
6185,TGT,Beta (5Y Monthly),1.02
6186,TGT,PE Ratio (TTM),16.27
6187,TGT,EPS (TTM),13.59
6188,TGT,Earnings Date,"Feb 28, 2022 - Mar 04, 2022"
6189,TGT,Forward Dividend & Yield,3.60 (1.63%)
6190,TGT,Ex-Dividend Date,"Nov 16, 2021"
6191,TGT,1y Target Est,285.79
6192,TER,Previous Close,160.90
6193,TER,Open,161.12
6194,TER,Bid,161.18 x 800
6195,TER,Ask,164.37 x 800
6196,TER,Day's Range,161.12 - 164.11
6197,TER,52 Week Range,104.05 - 164.11
6198,TER,Volume,"1,180,122"
6199,TER,Avg. Volume,"1,565,638"
6200,TER,Market Cap,26.527B
6201,TER,Beta (5Y Monthly),1.39
6202,TER,PE Ratio (TTM),30.65
6203,TER,EPS (TTM),5.31
6204,TER,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
6205,TER,Forward Dividend & Yield,0.40 (0.25%)
6206,TER,Ex-Dividend Date,"Nov 23, 2021"
6207,TER,1y Target Est,162.65
6208,TSLA,Previous Close,"1,008.87"
6209,TSLA,Open,"1,006.80"
6210,TSLA,Bid,"1,069.30 x 1100"
6211,TSLA,Ask,"1,069.92 x 1200"
6212,TSLA,Day's Range,"997.56 - 1,072.93"
6213,TSLA,52 Week Range,"539.49 - 1,243.49"
6214,TSLA,Volume,"30,456,356"
6215,TSLA,Avg. Volume,"26,792,165"
6216,TSLA,Market Cap,1.072T
6217,TSLA,Beta (5Y Monthly),2.04
6218,TSLA,PE Ratio (TTM),348.47
6219,TSLA,EPS (TTM),3.06
6220,TSLA,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
6221,TSLA,Forward Dividend & Yield,N/A (N/A)
6222,TSLA,Ex-Dividend Date,N/A
6223,TSLA,1y Target Est,849.92
6224,TXN,Previous Close,186.93
6225,TXN,Open,187.24
6226,TXN,Bid,187.22 x 900
6227,TXN,Ask,188.75 x 1300
6228,TXN,Day's Range,187.00 - 188.90
6229,TXN,52 Week Range,160.57 - 202.26
6230,TXN,Volume,"2,870,188"
6231,TXN,Avg. Volume,"4,416,449"
6232,TXN,Market Cap,173.069B
6233,TXN,Beta (5Y Monthly),0.93
6234,TXN,PE Ratio (TTM),24.06
6235,TXN,EPS (TTM),7.79
6236,TXN,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
6237,TXN,Forward Dividend & Yield,4.60 (2.45%)
6238,TXN,Ex-Dividend Date,"Oct 29, 2021"
6239,TXN,1y Target Est,205.18
6240,TXT,Previous Close,74.64
6241,TXT,Open,74.79
6242,TXT,Bid,65.98 x 800
6243,TXT,Ask,74.28 x 1400
6244,TXT,Day's Range,73.20 - 75.04
6245,TXT,52 Week Range,44.36 - 78.13
6246,TXT,Volume,"2,272,663"
6247,TXT,Avg. Volume,"1,130,226"
6248,TXT,Market Cap,16.329B
6249,TXT,Beta (5Y Monthly),1.74
6250,TXT,PE Ratio (TTM),21.79
6251,TXT,EPS (TTM),3.40
6252,TXT,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
6253,TXT,Forward Dividend & Yield,0.08 (0.11%)
6254,TXT,Ex-Dividend Date,"Dec 09, 2021"
6255,TXT,1y Target Est,N/A
6256,TMO,Previous Close,651.07
6257,TMO,Open,650.45
6258,TMO,Bid,642.56 x 1200
6259,TMO,Ask,679.00 x 1100
6260,TMO,Day's Range,640.38 - 656.36
6261,TMO,52 Week Range,433.52 - 666.65
6262,TMO,Volume,"954,636"
6263,TMO,Avg. Volume,"1,330,175"
6264,TMO,Market Cap,255.863B
6265,TMO,Beta (5Y Monthly),0.74
6266,TMO,PE Ratio (TTM),30.14
6267,TMO,EPS (TTM),21.54
6268,TMO,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
6269,TMO,Forward Dividend & Yield,1.04 (0.16%)
6270,TMO,Ex-Dividend Date,"Dec 14, 2021"
6271,TMO,1y Target Est,686.79
6272,TJX,Previous Close,74.00
6273,TJX,Open,74.09
6274,TJX,Bid,72.52 x 800
6275,TJX,Ask,74.48 x 900
6276,TJX,Day's Range,73.50 - 74.39
6277,TJX,52 Week Range,61.15 - 76.94
6278,TJX,Volume,"4,625,854"
6279,TJX,Avg. Volume,"7,009,598"
6280,TJX,Market Cap,87.975B
6281,TJX,Beta (5Y Monthly),0.95
6282,TJX,PE Ratio (TTM),34.03
6283,TJX,EPS (TTM),2.17
6284,TJX,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
6285,TJX,Forward Dividend & Yield,1.04 (1.41%)
6286,TJX,Ex-Dividend Date,"Feb 09, 2022"
6287,TJX,1y Target Est,85.96
6288,TSCO,Previous Close,227.33
6289,TSCO,Open,228.01
6290,TSCO,Bid,227.00 x 1200
6291,TSCO,Ask,230.62 x 800
6292,TSCO,Day's Range,227.54 - 229.66
6293,TSCO,52 Week Range,138.14 - 238.28
6294,TSCO,Volume,"330,676"
6295,TSCO,Avg. Volume,"738,700"
6296,TSCO,Market Cap,25.981B
6297,TSCO,Beta (5Y Monthly),0.90
6298,TSCO,PE Ratio (TTM),29.19
6299,TSCO,EPS (TTM),7.82
6300,TSCO,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
6301,TSCO,Forward Dividend & Yield,2.08 (0.91%)
6302,TSCO,Ex-Dividend Date,"Nov 19, 2021"
6303,TSCO,1y Target Est,227.31
6304,TT,Previous Close,194.34
6305,TT,Open,192.72
6306,TT,Bid,189.47 x 800
6307,TT,Ask,189.63 x 1800
6308,TT,Day's Range,189.18 - 193.38
6309,TT,52 Week Range,137.98 - 207.06
6310,TT,Volume,"235,477"
6311,TT,Avg. Volume,"1,229,653"
6312,TT,Market Cap,45.087B
6313,TT,Beta (5Y Monthly),1.22
6314,TT,PE Ratio (TTM),34.13
6315,TT,EPS (TTM),5.56
6316,TT,Earnings Date,"Feb 03, 2022 - Feb 07, 2022"
6317,TT,Forward Dividend & Yield,2.36 (1.21%)
6318,TT,Ex-Dividend Date,"Dec 02, 2021"
6319,TT,1y Target Est,N/A
6320,TDG,Previous Close,584.22
6321,TDG,Open,577.91
6322,TDG,Bid,580.43 x 800
6323,TDG,Ask,581.69 x 800
6324,TDG,Day's Range,568.32 - 587.34
6325,TDG,52 Week Range,517.37 - 688.03
6326,TDG,Volume,"432,751"
6327,TDG,Avg. Volume,"293,477"
6328,TDG,Market Cap,32.079B
6329,TDG,Beta (5Y Monthly),1.54
6330,TDG,PE Ratio (TTM),55.86
6331,TDG,EPS (TTM),10.39
6332,TDG,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
6333,TDG,Forward Dividend & Yield,N/A (N/A)
6334,TDG,Ex-Dividend Date,"Dec 27, 2019"
6335,TDG,1y Target Est,726.00
6336,TRV,Previous Close,158.19
6337,TRV,Open,156.29
6338,TRV,Bid,150.15 x 900
6339,TRV,Ask,153.46 x 800
6340,TRV,Day's Range,151.97 - 156.44
6341,TRV,52 Week Range,133.12 - 163.29
6342,TRV,Volume,"1,460,374"
6343,TRV,Avg. Volume,"1,381,595"
6344,TRV,Market Cap,37.77B
6345,TRV,Beta (5Y Monthly),0.78
6346,TRV,PE Ratio (TTM),10.75
6347,TRV,EPS (TTM),14.28
6348,TRV,Earnings Date,"Jan 20, 2022"
6349,TRV,Forward Dividend & Yield,3.52 (2.23%)
6350,TRV,Ex-Dividend Date,"Dec 09, 2021"
6351,TRV,1y Target Est,164.06
6352,TRMB,Previous Close,85.88
6353,TRMB,Open,86.03
6354,TRMB,Bid,80.00 x 900
6355,TRMB,Ask,92.00 x 900
6356,TRMB,Day's Range,85.88 - 86.82
6357,TRMB,52 Week Range,65.28 - 96.49
6358,TRMB,Volume,"782,488"
6359,TRMB,Avg. Volume,"1,092,009"
6360,TRMB,Market Cap,21.614B
6361,TRMB,Beta (5Y Monthly),1.55
6362,TRMB,PE Ratio (TTM),39.19
6363,TRMB,EPS (TTM),2.20
6364,TRMB,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
6365,TRMB,Forward Dividend & Yield,N/A (N/A)
6366,TRMB,Ex-Dividend Date,N/A
6367,TRMB,1y Target Est,97.44
6368,TFC,Previous Close,57.34
6369,TFC,Open,57.84
6370,TFC,Bid,56.80 x 800
6371,TFC,Ask,57.77 x 1300
6372,TFC,Day's Range,57.60 - 58.39
6373,TFC,52 Week Range,46.58 - 65.42
6374,TFC,Volume,"3,189,063"
6375,TFC,Avg. Volume,"4,616,792"
6376,TFC,Market Cap,77.117B
6377,TFC,Beta (5Y Monthly),1.28
6378,TFC,PE Ratio (TTM),13.63
6379,TFC,EPS (TTM),4.24
6380,TFC,Earnings Date,"Jan 18, 2022"
6381,TFC,Forward Dividend & Yield,1.92 (3.32%)
6382,TFC,Ex-Dividend Date,"Nov 10, 2021"
6383,TFC,1y Target Est,67.62
6384,TWTR,Previous Close,43.90
6385,TWTR,Open,44.00
6386,TWTR,Bid,44.00 x 1400
6387,TWTR,Ask,44.17 x 1400
6388,TWTR,Day's Range,43.00 - 44.53
6389,TWTR,52 Week Range,41.01 - 80.75
6390,TWTR,Volume,"8,840,299"
6391,TWTR,Avg. Volume,"16,750,093"
6392,TWTR,Market Cap,35.311B
6393,TWTR,Beta (5Y Monthly),0.71
6394,TWTR,PE Ratio (TTM),N/A
6395,TWTR,EPS (TTM),-0.23
6396,TWTR,Earnings Date,"Feb 10, 2022"
6397,TWTR,Forward Dividend & Yield,N/A (N/A)
6398,TWTR,Ex-Dividend Date,N/A
6399,TWTR,1y Target Est,65.19
6400,TYL,Previous Close,513.22
6401,TYL,Open,516.94
6402,TYL,Bid,440.00 x 1000
6403,TYL,Ask,534.16 x 3100
6404,TYL,Day's Range,509.80 - 523.52
6405,TYL,52 Week Range,372.80 - 557.55
6406,TYL,Volume,"158,579"
6407,TYL,Avg. Volume,"156,705"
6408,TYL,Market Cap,21.106B
6409,TYL,Beta (5Y Monthly),0.69
6410,TYL,PE Ratio (TTM),134.66
6411,TYL,EPS (TTM),3.83
6412,TYL,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
6413,TYL,Forward Dividend & Yield,N/A (N/A)
6414,TYL,Ex-Dividend Date,"Jan 31, 1990"
6415,TYL,1y Target Est,564.58
6416,TSN,Previous Close,84.93
6417,TSN,Open,85.21
6418,TSN,Bid,85.10 x 800
6419,TSN,Ask,85.59 x 900
6420,TSN,Day's Range,84.94 - 85.75
6421,TSN,52 Week Range,62.51 - 86.96
6422,TSN,Volume,"999,648"
6423,TSN,Avg. Volume,"1,841,925"
6424,TSN,Market Cap,30.942B
6425,TSN,Beta (5Y Monthly),0.82
6426,TSN,PE Ratio (TTM),10.22
6427,TSN,EPS (TTM),8.34
6428,TSN,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
6429,TSN,Forward Dividend & Yield,1.84 (2.16%)
6430,TSN,Ex-Dividend Date,"Nov 30, 2021"
6431,TSN,1y Target Est,91.17
6432,ULTA,Previous Close,387.91
6433,ULTA,Open,389.68
6434,ULTA,Bid,390.00 x 900
6435,ULTA,Ask,409.85 x 800
6436,ULTA,Day's Range,388.05 - 396.20
6437,ULTA,52 Week Range,265.05 - 417.85
6438,ULTA,Volume,"532,251"
6439,ULTA,Avg. Volume,"794,157"
6440,ULTA,Market Cap,21.235B
6441,ULTA,Beta (5Y Monthly),1.65
6442,ULTA,PE Ratio (TTM),25.15
6443,ULTA,EPS (TTM),15.60
6444,ULTA,Earnings Date,"Mar 10, 2022"
6445,ULTA,Forward Dividend & Yield,N/A (N/A)
6446,ULTA,Ex-Dividend Date,"Mar 16, 2012"
6447,ULTA,1y Target Est,450.60
6448,USB,Previous Close,56.07
6449,USB,Open,56.53
6450,USB,Bid,56.15 x 800
6451,USB,Ask,56.44 x 1200
6452,USB,Day's Range,56.15 - 56.92
6453,USB,52 Week Range,42.47 - 63.01
6454,USB,Volume,"4,347,650"
6455,USB,Avg. Volume,"5,178,758"
6456,USB,Market Cap,83.496B
6457,USB,Beta (5Y Monthly),1.10
6458,USB,PE Ratio (TTM),11.30
6459,USB,EPS (TTM),4.98
6460,USB,Earnings Date,"Jan 19, 2022"
6461,USB,Forward Dividend & Yield,1.84 (3.27%)
6462,USB,Ex-Dividend Date,"Dec 30, 2021"
6463,USB,1y Target Est,67.06
6464,UAA,Previous Close,20.36
6465,UAA,Open,20.51
6466,UAA,Bid,20.59 x 1800
6467,UAA,Ask,20.60 x 1000
6468,UAA,Day's Range,20.26 - 20.69
6469,UAA,52 Week Range,16.72 - 27.28
6470,UAA,Volume,"4,047,526"
6471,UAA,Avg. Volume,"6,168,661"
6472,UAA,Market Cap,9.041B
6473,UAA,Beta (5Y Monthly),1.27
